Clave ,Descripci—n ,L’nea ,Unidad de entrada ,Fecha de œltima compra ,Fecha de œltima venta ,Existencias 
TCANL50,TONER CANON L50 IMAGE CLASS D660 D680,HB  C,PIEZA,12/12/12,12/12/12,0
TCANL50C,TONER GENERICO CANON L50 D660D680 INTK,HC  G,PIEZA,13/02/15,14/02/15,0
TCE400A,TONER HP 507A NEGRO (CE400A),HB  C,PIEZA,30/08/17,06/09/17,0
TCE401A,TONER HP 507A CYAN (CE401A),HB  C,PIEZA,30/08/17,06/09/17,0
TCE402A,TONER HP 507A AMARILLO (CE402A),HB  C,PIEZA,30/08/17,06/09/17,0
TCE403A,TONER HP 507A MAGENTA (CE403A),HB  C,PIEZA,30/08/17,06/09/17,0
TEATR01,HOME THEATER LG REPRODUCTOR DISCO DVD,U   F,PIEZA,18/02/15,20/02/15,0
TEC200895,PC200895 TECLADO PERFECTO CHOICE SOLAR W,GI  G,PIEZA,03/05/0201,19/02/10,1
TECL920,KIT TECLADO Y MOUSE LOGITECH MK220,GI  G,PIEZA,15/08/15,27/09/17,0
TECLA06,172059 TECLADO FLEXIBLE MANHAT USB/PS2,GI  G,PIEZA,26/03/10,19/02/10,1
TECLA11,PC200499 TECLADO FLEXIBLE MULTIMEDIA USB,GI  G,PIEZA,08/07/09,10/07/09,0
TECLA13,PC 200628 TECLADO FLEXIBLEUSD MULTIMED,GI  G,PIEZA,01/03/16,03/03/16,0
TECLA155,155113 TECLADO ERGONOMICO USB MANHATTAN,GI  G,PIEZA,17/06/14,18/02/15,0
TECLA178,TECLA MULTIM USB ACTECK UETE-178 NEG,GI  G,PIEZA,20/11/12,21/11/12,0
TECLA179,TECLADO MULTIM USB ACTECK UETE-179 NEG,GI  G,PIEZA,24/07/12,27/07/12,0
TECLA20,PC200550 TECLADO MULTIMEDIA TRUST USB,GI  G,PIEZA,15/03/18,22/03/18,9
TECLA201,PC-200673 TECLAD. STD PERFECT CHOICE USB,GI  G,Pieza,03/07/15,15/09/15,0
TECLA220,KIT INAL. TECLADO Y MOUSE,GI  G,Pieza,15/12/16,19/02/10,0
TECLA270,TECLADO LOGITECH INALAMBRICO K270,GI  G,PIEZA,04/12/17,04/01/18,0
TECLA270A,KIT TECLADO Y MOUSE LOGITECH MK270,GI  G,PIEZA,14/02/18,03/04/18,3
TECLA391,"TECLADO TEC391, PARA LAPTOP TOSHIVA C850",U   F,Pieza,05/10/17,05/10/17,0
TECLA630,TECLADO FLEXIBLE P/COMP COM-630,GI  G,PIEZA,09/04/13,,0
TECLA6JH,TECLADO MICROSOFT 200 MOD 1406 NEGRO USB,GI  G,PIEZA,17/02/16,18/02/16,0
TECLACT1,KIT TECLADO Y MOUSE UETE-162 AK2 2300,GI  G,PIEZA,29/01/13,,0
TECLAEL10,KIT TECLADO Y MOUSE EASY LINE 993391,GI  G,PIEZA,14/02/18,21/02/18,2
TECLAEL9,TECLADO EASY LINE EL-993384,GI  G,PIEZA,22/03/18,21/03/18,7
TECLAJ600,TECLADO MICROSOFT 600 ALAMBRICO USB,GI  G,PIEZA,20/07/17,05/01/18,0
TECLAJ800,TECLADO MICROSOFT MODELO 800,GI  G,PIEZA,06/04/16,13/06/16,0
TECLAM345,KIT LOGITECH MK345 TECLADO Y MOUSE INALA,GI  G,Pieza,15/12/17,16/12/17,0
TECLAMIN02,BTKB400 TECLADO P/TABLET,GG  G,PIEZA,31/01/17,19/02/10,0
TECLAN4,TECLADO NUMERICO  USB P.CH 200444,GI  G,PIEZA,28/05/14,18/08/14,0
TECLAN5,993759 TECLADO NUMERICO GRIS,GI  G,PIEZA,15/12/17,04/01/18,0
TECLAN7,TECLADO STD USB AT-4630 (555009Z),GI  G,PIEZA,21/06/12,02/07/12,0
TECLBEQ1,KIT TECLADO Y MOUSE BENQ IX10,GI  G,PIEZA,25/11/15,,0
TECLPC994,KIT TECLADO Y MOUSE PC 200994 INALAMBRIC,GI  G,PIEZA,15/01/18,28/02/18,1
TECLPH209,PC200970 TECLADO P. CHOICE,GI  G,PIEZA,24/02/17,20/05/17,1
TECLVOR1,TECLADO VORAGO KB-101 PS2 MULTIMEDIA,GI  G,PIEZA,25/01/13,25/01/13,0
TECTF204,TECLADO FLEXIBLE ACTECK TF-204,GI  G,Pieza,06/08/14,09/08/14,0
TECWIN20,PC-200697 TECLADO USB PERFECT CHOICE,GI  G,PIEZA,14/06/13,15/06/12,0
TECWIN4,         200475 TECLADO MULTIMEDIA USB P,GI  G,PIEZA,29/09/11,06/10/11,0
TECWIN8,993582 KIT RADIAL TECLADO MOUSE INALAMBR,GI  G,PIEZA,07/06/16,18/04/16,0
TEL2310,KX-TS500N TELEF PANASONIC SECRETARIAL NG,KN  F,PIEZA,07/09/17,16/03/18,0
TEL500W,KX-TS500W TELEF PANASONIC SECRETARIAL BC,KN  F,PIEZA,22/03/18,04/04/18,2
TEL7716,KXT7716X TEL  3 LINEAS LCD-50 8 LINEAS,KN  F,pieza,06/07/17,07/07/17,0
TEL9211,KX-TS105LXW TELEF PANASONIC ALAMBRICO,KN  F,PIEZA,28/01/14,05/05/14,0
TEL9211A,KX-TS840 TELEF PANASONIC ALAMB SPEAK NG,KN  F,PIEZA,20/05/17,17/05/17,0
TELA01,TELA 38MTS COLOR OFFICE CREP,NAH G,PIEZA,06/08/15,,0
TELAT00,KX-TS208 TELEF PANASONIC 2LINEAS C/PANT,KN  F,PIEZA,14/08/12,29/05/14,0
TELAT01,KX-TS108LXW TELEF PANASONIC C/PANTALLA.,KN  F,PIEZA,20/11/12,20/11/12,0
TELAX2177,AX2177 TELEF ALAMBRICO AUDIOVOX C/IDENT.,KN  F,PIEZA,03/10/12,03/10/12,0
TELAX800,AX8001E TELEFONO INALAMB. C/EXT AUDIOVOX,KP  F,PIEZA,03/10/12,03/10/12,0
TELBEL1,KX-TG7730X CONM PANASONIC MULTILINEA,KQ  C,PIEZA,04/11/17,09/11/17,0
TELBEL4,DESCONTINUADO  KXTG-1311 INALAMBRICO,KP  F,PIEZA,13/08/13,23/10/13,0
TELBEL5,****NO USAR****1312 2AURICULARES 6.0 PAN,KP  F,PIEZA,08/01/13,07/02/12,0
TELCS514G,TELEFONO CISCO SPA514G 4 LINEAS LCD,KN  F,Pieza,16/05/17,16/05/17,0
TELD222,TELEFONO INAL KX-TGD222N 2 AURICU,KP  F,PIEZA,25/02/16,30/05/16,0
TELE1080,"TV LG LED 32"" SMART FULL HD 1920X1080",MC  A,PIEZA,07/07/17,12/07/17,0
TELEF220,TEL MOD 220 ALAMBRICO C/MANOS LIBRES,KN  F,PIEZA,15/07/13,25/09/12,0
TELES824,KXTES824 CENTRAL MULTILINEA,,PIEZA,,,0
TELESC01,TELESCOPIO PLASTICO,U   F,PIEZA,30/05/12,,0
TELEV01,"21FJ4A TELEVISOR LG 21"" PLANA",MD  A,PIEZA,03/05/12,04/05/12,0
TELEVTS1,"TELEVISION TOSHIBA 32"" LED DIRECT 1080P",MD  A,PIEZA,06/12/14,,0
TELGX1610,TELEFONO GXP1610/1615 1 LIN 3 FUNC 3 VIA,KN  F,PIEZA,06/09/17,30/09/17,0
TELIN210C,KX-TGC210MEB TELEF PANASONIC INALAMBRICO,KP  F,PIEZA,10/09/15,11/11/15,0
TELIN210N,TELEF PA KXTGD210N INALAMB DIGIT NEGRO,KP  F,PIEZA,07/07/15,29/10/15,0
TELIN212,TELEF PA KX-TGC212 INALAMBRICO EXPANDIBL,KP  F,Pieza,09/03/15,17/07/15,0
TELP110,KXTGB-110 TELEFONO INALAMB. ID  LLAMADAS,KP  F,PIEZA,28/03/17,29/09/17,1
TELP113MEB,KXTGB-113 MEB TELEFONO INALAMB ID 2 AUDI,KP  F,PIEZA,19/10/17,19/10/17,0
TELP1712,KX-TG1712 TELEF PANASONIC INAL DIG 2 AUD,KP  F,PIEZA,27/01/18,01/02/18,3
TELP223N,KX-TGD223N TELEF PANASONIC INAL 3AUR-CNT,KP  F,PIEZA,16/01/15,21/01/15,0
TELP4221,KX-TG4221 TELEF PANASONIC INALAM DIGITAL,KP  F,PIEZA,17/02/14,18/02/14,0
TELP4222,KX-TG4222 TELEF PANASONIC INALAMB C/2AUR,KP  F,PIEZA,07/07/15,17/09/14,0
TELP4272,KX-TG4272 TELEF PANASONIC INAL DIG 2 AUD,KP  F,PIEZA,27/01/18,15/03/18,0
TELP520,TELEFONO KXTS-520 ALAMBRICO BCO,KN  F,PIEZA,28/10/13,22/08/14,0
TELP550,KX-TS550W TELEF PANASONIC UNILIN MEMO BC,KN  F,PIEZA,07/09/17,01/11/17,0
TELP550B,KX-TS550 TELEF PANASONIC ALAMB 13 MEM NG,KN  F,PIEZA,07/06/17,10/06/17,0
TELP6511,KXTG-6511 TEL INAL 6.0 IDET LLAMADAS,KP  F,PIEZA,04/06/14,06/08/14,0
TELP6591,KXTG-6591 TELEFONO PANA INALAMBR,KP  F,PIEZA,24/04/14,18/06/14,0
TELP7731,TEL KXTG-7731 INALAMBRICO C/CONTEST,KN  F,PIEZA,30/04/14,30/04/14,0
TELP840,KX-TS840B TELEF PANASONIC ALAMBRICO,KN  F,PIEZA,22/03/18,22/03/18,1
TELP880,KX-TS880 TELEF PANASONIC ALAMBRICO,KN  F,PIEZA,11/04/15,13/04/15,0
TELPA11N,KX-TSC11N TELEF PANASONIC  UNILINEA,KN  F,PIEZA,21/03/13,,0
TELPA13A,KXTG-4612 TEL INALAM 5.8 1+1 BUNDLE,KP  F,PIEZA,18/08/11,19/08/11,0
TELPA14,TELEFONO CT14 INALAMBRICO C/DIADEMA 1.9,KP  F,PIEZA,15/05/17,17/05/17,0
TELPA15,TEL KXTG-6411 INALAMBRICO 5.8 GZ BASICO,KP  F,PIEZA,17/08/10,17/08/10,0
TELPA17,KXTG1711 TEL INAL 6.0 PANT ILUM,KP  F,PIEZA,27/01/18,08/03/18,13
TELPA30,KXT7630 TEL MULTIMEDIA DIG 24 ECL PANT 3,KN  F,PIEZA,20/02/13,,0
TELPA321,KXDT321 TEL PANAS DIGIT 8TECLAS,KN  F,PIEZA,28/06/14,30/06/14,0
TELPA333,KXDT333 TELEF PANAS PROP 24 TECLAS C/PAN,KN  F,PIEZA,28/06/14,30/06/14,0
TELPA4011,KX-TG4011 TELEF PANASONIC INAL MANOS LIB,KP  F,PIEZA,25/02/13,05/10/12,0
TELPA4012,KXTG-4012 TEL INAL MANOS LIBRES,KP  F,PIEZA,21/03/13,22/02/14,0
TELPA4021,KX-TG4021 TELEF PANASONIC INALAMBRICO,KP  F,PIEZA,15/10/13,15/01/14,0
TELPA4111,KX-TG4111 TELEF PANASONIC INAL DIG 6.0,KP  F,PIEZA,12/03/18,20/03/18,3
TELPA4112,KX-TG4112 TELEF PANASONIC INAL DIG 2 AUD,KP  F,PIEZA,19/06/17,23/11/17,0
TELPA6512,KXTG-6512 TEL PANSONIC INALABRICO,KP  F,PIEZA,04/07/13,,0
TELPA6821,KX-TG6821 TELEF PANASONIC INALAMBRICO,KP  F,PIEZA,26/09/17,16/11/17,0
TELPA7703x,KX-TT7703x TELEF UNILINEA PANASONIC  BCO,KN  F,PIEZA,24/03/17,13/06/17,0
TELPA7705,KX-T7705X TELEF PANASONIC UNILINEA,KN  F,PIEZA,28/06/17,05/07/17,1
TELPA7732,PAKXTG7732 TEL. INAL. C/CONT. C/2 AUR.,KP  F,PIEZA,01/06/16,29/01/18,0
TELPAKXTS5000N,KX-TS500 TELEF PANASONIC ALAMBRICO NG,KN  F,Pieza,07/11/17,14/11/17,1
TEMESC01,ESCR TEMPO CUBIERTA CRISTAL TEMPLADO,MICH,PIEZA,,14/03/18,1
TERMO01,TERMOMETRO 5WX81,U   F,PIEZA,21/05/14,22/05/14,0
TERMO02,TERMO 5GAL,ER  E,PIEZA,25/02/15,06/03/15,0
THP410A,TONER HP LASERJET 305A  NEGRO (CE410A),HB  C,PIEZA,29/08/17,28/08/17,0
THP411A,TONER HP LASERJET 305A CYAN (CE411A),HB  C,PIEZA,29/08/17,28/08/17,0
THP412A,TONER HP LASERJET 305A AMARILLO (CE412A),HB  C,PIEZA,29/08/17,10/02/18,0
THP413A,TONER HP LASERJET 305A MAGENTA (CE413A),HB  C,PIEZA,29/08/17,10/02/18,0
THPCE320A,TONER HP  CE320A NEG CP1525/CM1415,PESPE,PIEZA,22/01/18,23/01/18,1
THPCE321A,TONER HP CE321A CYAN CP1525/CM1415,HB  C,PIEZA,02/04/18,03/04/18,0
THPCE322A,TONER HP  CE322A AMA  CP1525/CM1415,HB  C,PIEZA,22/01/18,23/01/18,0
THPCE323A,TONER HP CE323A MAG  CP1525/CM1415,HB  C,PIEZA,22/01/18,23/01/18,1
TIJ3M6,TIJERA 3M #6 MULTI-PROPOSITOS SCOTH,OGB C,PIEZA,18/09/15,04/11/15,0
TIJ3M7,"1427 TIJERA 3M MULTI-PROPOSITOS 7"" SCOTH",OGB C,PIEZA,18/09/15,29/09/15,0
TIJ8096,8096-8CN TIJERA DE MODISTA BARRILITO,OGB C,Pieza,12/05/17,13/05/17,2
TIJBA01.,TIJERAS BARRILITO142-5 M/PLAS ACERO INOX,OGB C,PIEZA,11/12/13,22/08/14,0
TIJBA03,TIJERA BARRILITO 146-5N ESCOLAR,OGB C,PIEZA,03/01/18,22/03/18,1
TIJBA03A,146-5NI ZURDA TIJERA BARRILITO ESCOLAR,OGB C,PIEZA,17/05/17,25/09/17,0
TIJBA04,TIJ- BARRI  PLAST P/ROMA  BA-100 No.5,OGB C,PIEZA,04/12/13,31/08/12,0
TIJBA05,TIJERA BARRILITO 142-6 M/PLASTICO,OGB C,PIEZA,30/06/14,26/08/14,0
TIJBA06,TIJERA BARRILITO 8642-6 ACERO FORJADO,OGB C,PIEZA,24/07/17,22/03/18,30
TIJBA07,TIJERA BARRILITO 8642-7 ACERO FORJADO,OGB C,PIEZA,04/12/17,02/04/18,1
TIJBA07.,TIJERA BARRILITO 142- 7 M/PLASTICO,OGB C,PIEZA,15/05/14,19/07/14,0
TIJBA08,TIJERA BARRILITO GREKA 1 ZIG ZAG CHICA,OGB C,PIEZA,01/12/14,28/11/14,0
TIJBA09,TIJERA BARRILITO #142- 8 M/PLASTICO,OGB C,PIEZA,31/01/14,05/01/15,0
TIJBA09.,TIJERA BARRILITO #8341- 8 METALICA,OGB C,PIEZA,31/10/16,25/05/17,0
TIJBA100,TIJERA BARRILITO BA 100-5 ESCOLAR,OGB C,PIEZA,,,0
TIJBA12,TIJ-BARRILITO 8098-12 ACERO INDUSTRIAL,OGB C,PIEZA,12/08/0201,18/05/17,7
TIJBA13,TIJERA BARRILITO 8642-8 ACERO FORJADO,OGB C,PIEZA,22/01/18,21/02/18,2
TIJBAB60E,TIJERA BARRILITO ESCOLAR B60 MANG/PLAST,OGB C,PIEZA,24/02/17,12/09/17,14
TIJBAC2,T-14 TIJERA BACO DIDACTICA,OGB C,PIEZA,27/05/0201,19/02/10,23
TIJBAMA1,"TIJERAS ESCOLAR MAE 5"" RT-5R",OGB C,PIEZA,21/08/17,21/03/18,4
TIJBAT06,TIJERA BARRILITO T6 M/PLAST. COSTURA-OFI,OGB C,PIEZA,12/03/18,05/04/18,109
TIJBAT1,TIJERA BACO T-16 HOGAR OFICI,OGB C,PIEZA,24/02/16,23/03/18,2
TIJELEP0,"TIJERASELEPHANT INOX 8"" 01138",OGB C,PIEZA,17/02/15,15/12/15,0
TIJELEP1,TIJERA ELEPHANT 01137 7,OGB C,PIEZA,18/02/13,,0
TIJELEP2,TIJERA ELEPHANT 01117-7,OGB C,PIEZA,01/08/13,07/08/13,0
TIJEMA1,"TIJERAS OFICINA MAE MT 7""",OGB C,PIEZA,30/10/13,13/11/14,0
TIJEMA2,TIJERA BARRILITO INDUSTRIAL 8098-8 ACERO,OGB C,PIEZA,14/07/17,13/12/17,2
TIJEMA3,TIJERA ULTIMATE 21CM ASIMETRIC MAPED,OGB C,PIEZA,11/10/13,11/10/13,0
TIJEMA4,"TIJERA MAPED GREENLOGIC 6"" 17CM",OGB C,PIEZA,08/07/15,10/07/15,0
TIJES03,TIJERA DELTA ESC D-10 ACE-INOX,OGB C,PIEZA,12/02/18,13/03/18,7
TIJES05A,TIJERA ESCOLAR JOCAR ASHA50A,OGB C,Pieza,21/01/16,19/02/10,1
TIJET8,TIJERA BARRILITO T-8 No. 8,OGB C,PIEZA,27/11/14,,0
TIJMAE1,TIJERA MAE MT-6 M/PLAST,OGB C,PIEZA,21/03/18,04/04/18,158
TIJMAMT5,TIJERA MAE MT-5R ESCOLAR,OGB C,PIEZA,17/06/14,18/07/15,0
TIJOLF2,TIJERA BARRILITO 8642-5 ACERO FORJADO,OGB C,PIEZA,15/11/14,06/01/15,0
TIJPI1508,"TIJERA PILOT 1508 5 1/2"" SOF GRIP",OGB C,PIEZA,09/07/14,10/07/14,0
TIJPI1509,"TIJERA PILOT 1509 6 3/4"" SOF GRIP",OGB C,PIEZA,08/09/14,08/05/15,0
TIJPIL2,TIJERAS PILOT 1509 SOFT GRIP N.3/46,OGB C,PIEZA,19/01/15,08/08/17,0
TIJPIL3,TIJERA PILOT 10-6 METAL,OGB C,PIEZA,02/03/15,27/03/17,0
TIJSCOT6,"TIJERA SCOTCH  6"" MULTIPROP",OGB C,PIEZA,06/02/15,08/04/15,0
TIJTCO5,TIJERA BARRILITO COS/OF TCO-5  (TX5),OGB C,Pieza,17/03/18,22/11/17,19
TIJTCO6,TIJERA TCO-6 BARRILITO,OGB C,PIEZA,25/07/17,22/09/17,13
TIJTCO7,TIJERA BARRILITO COS TCO-7,OGB C,PIEZA,10/07/17,11/01/18,3
TIJTCO8,TIJERA BARRILITO TCO-8/ T-8 COS/OF,OGB C,PIEZA,03/08/17,20/02/18,17
TIMBA1099,C1099 TIMBRE DE MESA BARRILITO,U   F,PIEZA,13/12/16,19/02/10,1
TINCHI1,TINTA CHINA PELIKAN  30ml FCO. 518,OGC C,PIEZA,22/09/15,19/02/10,1
TINR1170,"TINTA GEN NEG JP730 ,735 , JP30",,PIEZA,16/07/12,17/07/12,0
TINSHE01,TINTA SHEAFFER  SKRIP NEGRO,OGC C,PIEZA,23/03/12,19/02/10,2
TINSHE02,TINTA SHEAFFER SEPIA SKRIP,,PIEZA,11/04/12,12/04/12,0
TINTA00,TINTA SELLO STAFFORD 1000 ml AZUL,OGC C,PIEZA,06/02/18,09/03/18,0
TINTA00A,DescontinuadorNTA SELLO COPIDUX 1LT AZUL,OGC C,PIEZA,17/05/14,24/04/15,0
TINTA00R,"TINTA SELLO CPOPIDUX 1LT, ROJA",OGC C,Frasco,19/09/15,23/09/15,0
TINTA00S,TINTA SELLO STAFFORD 1000 ml NEGRO,OGC C,Pieza,20/01/15,21/01/15,0
TINTA01,TINTA PROTECTORA CHEQ  STTAFFORD 12 CC,OHD C,PIEZA,22/10/13,24/12/14,0
TINTA02,TINTA PROTEC/CHEQUE AZOR NG,,PIEZA,29/03/12,01/11/14,0
"TINTA02,",TINTA PROTEC/CHEQUESAZOR #633 AZ,OHD C,PIEZA,06/03/14,05/07/14,0
TINTA02.,TINTA PROTEC/CHEQUES STAFFORD ROJA,OHD C,PIEZA,07/04/17,17/02/18,9
TINTA02A,TINTA PROTEC CHEQUESSTAFFORD AZUL,OHD C,PIEZA,07/06/17,17/02/18,4
TINTA02S,"TINTA PROTEC CHEQUES STAFFORD, NEG",OHD C,PIEZA,04/11/16,21/03/18,5
TINTA03,TINTA MARC AZOR 355ML NG DRY LINE,OGC C,PIEZA,21/02/18,14/03/18,4
TINTA05,TINTA 587 AZ SELLO AZOR ROLAPLICA,OGC C,PIEZA,05/03/18,04/04/18,33
TINTA06,TINTA 587 NG SELLO AZOR ROLAPLICA,OGC C,PIEZA,12/03/18,04/04/18,34
TINTA07,TINTA 587 VIOLETA SELLO AZOR ROLAPLICA,OGC C,PIEZA,28/02/18,20/02/18,4
TINTA08,TINTA 587 RJ SELLO AZOR ROLAPLICA,OGC C,PIEZA,10/03/18,03/04/18,16
TINTA09,TINTA 587 VD SELLO AZOR ROLAPLICA,OGC C,PIEZA,21/02/18,08/02/18,9
TINTA10,TINTA SELLO PELIKAN NEG GIRAPLICA,OGC C,PIEZA,19/12/14,20/02/18,0
TINTA11,TINTA SELLO PELIKAN AZUL GIRAPLICA,OGC C,PIEZA,14/05/15,03/03/16,0
TINTA12,TINTA SELLO STAFFORD CANICA 60 NEG,OGC C,PIEZA,18/01/18,19/01/18,5
TINTA13,TINTA SELLO STAFFORD CANICA 60 AZUL,OGC C,PIEZA,09/10/17,15/02/18,16
TINTA14,TINTA SELLO STAFFORD CANICA 60 RJ,OGC C,PIEZA,01/02/18,16/03/18,19
TINTA7011,TINTA TRAXX 7011 ROJA,OGC C,Pieza,10/02/16,16/02/16,0
TINTA7011A,TINTA TRAXX 7011 AZUL,OGC C,PIEZA,13/06/17,13/06/17,0
TINTAM1,TINTA MAXUM PLUS COLOR NEGRO 60ML,OGC C,PIEZA,10/04/15,18/03/16,0
TINTAM2,TINTA MAXUM PLUS COLOR AZUL 60 ML,OG  C,PIEZA,19/06/17,11/01/18,1
TINTAM3,TINTA MAXUM PLUS COLOR ROJO 60 ML,OGC C,PIEZA,08/05/17,,1
TINTAS1,TINTA P/SELLO TRODAT  ROJA,OGC C,PIEZA,04/11/17,27/01/18,8
"TINTAS1,",TINTA P/SELLO TRODAT AZUL,OGC C,PIEZA,06/03/18,07/03/18,28
TINTAS1.,TINTA P/SELLO TRODAT NEGRO 28ML,OGC C,PIEZA,06/03/18,20/03/18,24
TINTAS1;,TINTA P/SELLO TRODAT VERDE,OGC C,PIEZA,08/03/17,,5
TINTAS2,TINTA PROCOLOR HQ60ML 2.OZ GOTERO AZUL,OGC C,PIEZA,23/06/16,04/01/18,0
TINTAS2.,TINTA PROCOLOR HQ60ML 2.OZ GOTERO ROJO,OGC C,PIEZA,04/04/16,11/01/18,0
TINTAS2A,TINTA PROCOLOR HQ60ML 2.OZ GOTERO NEGRO,OGC C,PIEZA,03/08/0201,13/11/17,0
TINTAS2G,TINTA PROCOLOR HQ60ML 2.OZ GOTERO VERDE,OGC C,PIEZA,,,4
TINTAS2V,TINTA PROCOLOR HQ60ML 2.OZ GOTERO VIOLET,OGC C,PIEZA,,,4
TINTAS801,TINTA P/SELLOS 801 COLOP 25ml AZ,OGC C,PIEZA,26/02/16,27/02/16,0
TINTDUP569,TINTA RISSO DUP RA 4200-4900-5900 RC ORG,U   F,Pieza,02/09/14,04/09/14,0
TINTPILR1,TINTA PILOT PERM SC-RF 30ML NEGRO,OGC C,PIEZA,03/04/17,20/04/17,0
TINTPILR2,TINTA PILOT PERM CART SCAS NEGRO,HA  C,PIEZA,13/08/15,,0
TINTS-4254,TINTA RISO TZ-220/390/590 NEGRA S-4254,HB  C,PIEZA,12/02/18,13/02/18,0
TITERES,TITERES ANIMALES o CUENTOS,U   F,PIEZA,29/07/13,,0
TNHP6472,TONER HP LASER AMARILLO Q6472A,HB  C,PIEZA,09/04/15,11/04/15,0
TNTS1,TNTS MILIMETRICOS CH,FA  C,PIEZA,04/05/15,,0
TOALI01,TOALLA LIMPIADORA EQUIPOS P/NOTEBOOK 20p,GJ  G,PAQUETE,08/11/17,20/01/18,9
TOALI02,TOALLAS HUMEDASVORAGO C/20PZ,GJ  G,PIEZA,26/06/12,27/06/12,0
TOCAN03,TONER CANON NG E-20 PC300/325,HB  C,PIEZA,15/03/12,15/03/12,0
TOCAN03A,TONER CANON E-20 COMPATIBLE,HC  G,PIEZA,08/08/12,09/08/12,0
TOCAN04,TONER CANON 106 MF6530 MF6550,HB  C,PIEZA,17/09/15,19/02/10,1
TOCAN04C,TON CANON 106 MF6530/6550 GENERICO INTK,HC  G,PIEZA,11/03/17,19/02/10,2
TOCAN06,TONER GPR-10 IR1300 1310 1370,HB  C,PIEZA,25/05/0201,19/02/10,1
TOCAN08,TONER CANON GPR-22 P/IR1023N/1023IF,HB  C,PIEZA,21/10/15,27/10/15,0
TOCAN11,"TON-CANON 7130 6012,6412 ORIG NPG 11",HB  C,CAJA,03/03/16,09/03/16,0
TOCAN11.,TON.CANON 7130 6012 6412 GEN NPG11,HC  G,PIEZA,02/12/14,10/12/14,0
TOCAN125,TONER CANON 125,HB  C,PIEZA,06/07/12,06/07/12,0
TOCAN125C,TONER CANON 125 INTK,HC  G,PIEZA,06/06/16,08/06/16,0
TOCAN128,TON CANON 128 IMAGECLASS P/MF4450,HB  C,PIEZA,14/03/18,16/03/18,0
TOCAN128A,TONER CANON 128 GENERICO INTK,HC  G,PIEZA,11/05/17,18/05/17,0
TOCAN13,TON CANON S-35 D340/D320,HB  C,PIEZA,18/02/16,19/02/16,0
TOCAN14,TONER CANON E-40 PC400 NG,HB  C,PIEZA,02/10/17,03/10/17,0
TOCAN23G,TONER CANON -GENERICO P/1023N,HC  G,PIEZA,02/10/14,,0
TOCAN25,TONER CANON R2520/2525 GPR-35,HB  C,PIEZA,16/01/18,18/01/18,0
TOCAN25C,TONER CANON GPR-35 INTKY,HC  G,PIEZA,28/10/15,29/10/15,0
TOCAN26,TONER EP-26 CANON,HB  C,PIEZA,10/01/15,12/01/15,0
TOCAN30,TON-CANON 4050 GEN NPG4,HB  C,PIEZA,23/02/15,20/10/10,0
TOCAN51,TONER CIAN KATUN RICOH MC2051,HC  G,PIEZA,02/11/15,04/11/15,0
TOCAN51A,TONER KATUN MAGENTA MPC 2051,HC  G,PIEZA,02/11/15,04/11/15,0
TOCANE40C,TONER CANON E-40 GENERICO INTK,HC  G,PIEZA,28/05/15,08/04/16,0
TOHP30X,TONER HP ORIGINAL NEGRO CF230X,HB  C,PIEZA,25/05/17,27/09/17,0
TOLDO1,TOLDO 10«X10« EZ UP SIERRA A,U   F,PIEZA,27/06/12,27/06/12,0
TOMBO1,TOMBOLA DE ACRILICO 60CMX20CM,U   F,PIEZA,27/11/15,27/11/15,0
TON1147IK,TONER GENERICO TK-1147 INTK (1035/1135),HC  G,Pieza,19/10/17,13/02/18,0
TON221BKC,TONER BROTHER NEGRO INTK TBN221,HC  G,PIEZA,20/05/0201,19/02/10,1
TON421KG,TONER  KYOCERA TK-421 (KM2550),HB  C,PIEZA,13/11/14,16/12/14,0
TONAS630,TONER ASTA GENERICO BR TN630,HC  G,PIEZA,12/07/17,19/07/17,0
TONASBR02,TONER ASTA GENERICO BR TN660,HC  G,PIEZA,04/07/17,31/07/17,0
TONASBR03,TONER ASTA GENERICO BR TN410,HC  G,PIEZA,11/09/17,05/01/18,0
TONASBR04,TONER ASTA GENERICO BR TN1060,HC  G,PIEZA,11/09/17,27/10/17,0
TONASHP01,TONER ASTA GENERICO CE285A,HC  G,PIEZA,27/06/17,11/07/17,0
TONASSA01,TONER ASTA GENERICO MLTD101,HC  G,PIEZA,27/06/17,,3
TONASSA02,TONER ASTA GENERICO MLTD111L,HC  G,PIEZA,27/06/17,14/09/17,0
TONASSA03,TONER ASTA GENERICO MLTD116S,HC  G,PIEZA,,,2
TONASXE01,TONER ASTA GENERICO 3315/3320/3325,HC  G,PIEZA,16/06/17,19/06/17,0
TONASXE02,TONER ASTA GENERICO XE PE220,HC  G,PIEZA,,,0
TONB1060,TONER BROTHER TN1060 P/DCP 1512 NEGRO,HB  C,PIEZA,04/04/18,04/04/18,6
TONB1060C,TONER BROTHER TN 1060C INK,HC  G,PIEZA,25/07/16,15/03/17,0
TONB31,DR-331CL TAMBOR BROTHER  P/MFC8850,HI  C,PIEZA,21/03/17,11/05/17,0
TONB310,TONER BROTHER TN-310 BK,HB  C,PIEZA,05/09/17,28/11/17,0
TONB310C,TONER BROTHER TN-310C CIAN,HB  C,PIEZA,05/09/17,28/11/17,0
TONB310D,DR310CL TAMBOR BROTHER PARA HL-4570/9970,HI  C,PIEZA,13/04/16,19/05/16,0
