Clave del artículo,Descripción del artículo,Línea,Unidad de entrada,Fecha de última compra,Fecha de última venta,Existencias, Precio 
TABHPS7,"TABLET HP SLATE 7 4600 16GB 7"" HFFS LCD",GG  G,PIEZA,12/12/13,,0," $4,040.57 "
TABL6659,6659 TABLA MULTIUSOS OFICIO,OGM E,PIEZA,14/04/16,18/04/16,0, $40.99 
TABLA0,TABLA PERIODICA GRANDE C/UV PADI,U   F,PIEZA,24/09/13,,0, $3.19 
TABLA00,TABLA FIBRACEL AFRICA C/CLIP CTA ECO,OFV C,PIEZA,12/03/18,13/03/18,0, $21.05 
TABLA01,TABLA FIBRACEL 30 X 30,OFV C,PIEZA,08/09/15,15/09/15,0, $3.82 
TABLA01A,TABLA FIBRACEL 40X40,OFV C,PIEZA,26/01/15,29/01/15,0, $5.88 
TABLA02,"TABLA UNISEL 50X25 2CM 3/4""",OFV C,PIEZA,09/01/12,10/01/12,0, $3.00 
TABLA05,TABLA PLASTICO MAPED T/CARTA 35023,OGW C,PIEZA,12/05/17,20/10/17,8, $85.15 
TABLA106,TABLA FIBRACEL 106.0 1/2OF CLIP,OFV C,PIEZA,06/08/15,05/01/16,0, $13.80 
TABLA133,TABLA ACRIMET 133.3 UNIVER C/CLIP,OGW C,PIEZA,19/09/16,19/02/10,6, $44.97 
TABLAA10,TABLA ACRIMET FIBRACEL 110.0 T/ESQUELA,OFV C,Pieza,14/05/18,14/05/18,15, $19.32 
TABLAA11,TABLA ACRIMET PLAST ESQUELA C/CLIP 920.1,OGW C,Pieza,,13/06/18,20, $28.89 
TABLAA11A,TABLA ACRIMET 920.3  1/2 OF CRISTAL,OFV C,PIEZA,13/11/14,,0, $24.64 
TABLAA12,TABLA CLIP ACRIMET CTA 123.0 ALUMINIO,OGW C,Pieza,09/04/18,16/04/18,0, $170.02 
TABLAA13,TABLA CLIP ACRIMET T/OF 107.0 FIBRACEL,OFV C,PIEZA,21/09/17,21/09/17,17, $22.30 
TABLAA2,TABLA ACRILICO OF  C/CLIP  BACO,OGW C,PIEZA,12/05/18,16/05/18,75, $68.13 
TABLAA3,TABLA ACRILICO TRANSPARENTE CTA C/CLIP,OGW C,PIEZA,29/09/17,06/12/17,0, $56.24 
TABLAA4,TABLA C/CLIP ACRILICO OD CARTA HUMO 013,DEPOT,PIEZA,25/10/14,12/12/14,0, $34.88 
TABLAA5,TABLA C/CLIP ESQUELA PLASTICO,OGW C,PIEZA,29/08/14,25/08/15,0, $23.65 
TABLAA6,TABLA 51.5X54 28MM C/SILVATRIM,OFV C,PIEZA,06/05/13,,0, $280.00 
TABLAA7,TABLA T/CARTA ACRIMET 109.0 FIBRACEL,OFV C,PIEZA,29/01/18,30/04/18,26, $17.49 
TABLAA7A,TABLA CLIP ACRIMET 105. T/C FIBRACEL,OFV C,PIEZA,05/03/15,20/04/16,0, $15.26 
TABLAA8,TABLA ACRIMET T/C 133.1 PLASTICO,OFV C,PIEZA,22/09/15,25/05/16,0, $38.07 
TABLAA8A,TABLA  ACRIMET T/C 134.3 PLAST CRISTAL,OGW C,PIEZA,10/04/15,25/05/16,1, $38.12 
TABLAA9,TABLA T/OF ACRIMET 113.0 FIBRACEL,OFV C,PIEZA,08/07/15,07/06/17,0, $15.80 
TABLAA9A,TABLA ACRIMET 134.1 PLAST HUMO,OGW C,PIEZA,24/06/17,27/02/18,3, $50.88 
TABLAAC,TABLA ACRILICO CTA C/CLIP BACO,OGW C,PIEZA,04/06/18,08/06/18,77, $58.52 
TABLALS,TABLA C/CLIP CUB ALUM CARTA ELITE SABLON,OGW C,Pieza,12/03/18,16/05/18,13, $137.98 
TABLAM12,TABLA CLIP MAE OFICIO 123.2 ALUMINO,OGW C,Pieza,14/05/18,04/06/18,0, $212.24 
TABLASB,TABLA DE 1.69 X 50,U   F,PIEZA,12/12/12,11/12/12,0, $812.00 
TABLASC,TABLA DE MADERA MICH,MICH,PIEZA,28/05/15,,0, $420.00 
TABLE01,TABLET TITAN 7010ME 16GB C/FUNDA ROJA,GG  G,PIEZA,27/05/13,,0," $1,998.82 "
TABLE02,"TABLET SAMSUNG GALAXY TAB3 7"" WI FI BLAN",GG  G,PIEZA,13/10/14,23/10/14,0," $4,085.87 "
TABLE03,"TABLET SAMSUNG GALAXY TAB-E 9.6"" NG 8 GB",GG  G,PIEZA,10/11/17,10/11/17,0," $5,236.66 "
TABLE03W,"TABLET SAMSUNG GALAXY TAB-E 9.6"" BC 8 GB",GG  G,PIEZA,20/07/17,21/07/17,0," $4,059.05 "
TABLET1,TABLET ACER ICONIA B1730 16GB 7NGA,GG  G,PIEZA,09/12/14,10/12/14,0," $2,412.59 "
TABLETLV1,TABLET LENOVO IDEAPAD TAB 2 A7-20F NEG,GG  G,PIEZA,12/01/16,,0," $2,009.77 "
TABLETV1,TABLET VORAGO PAD-101 4.2 1GB 8GB,GG  G,PIEZA,06/12/14,23/12/14,0," $1,382.50 "
TABLETV2,TABLET VORAGO PAD-301 4.2 QUAD RM1GB,GG  G,PIEZA,06/12/14,10/12/14,0," $2,114.32 "
TABLETV3,"TABLET VORAGO PAD-105 7"" NEGRO INTEL AND",GG  G,PIEZA,06/05/15,12/05/15,0," $1,430.23 "
TABLON0,TABLONES REDONDOS DE 1.50,U   F,PIEZA,09/05/11,10/05/11,0," $1,750.00 "
TABLON1,TABLON BCO PEGABLE 62.5 X 123.2 CM,NM  F,PIEZA,06/03/18,06/03/18,0," $1,096.65 "
TABLON2,TABLON 2.40X70,U   F,PIEZA,20/04/15,21/04/15,0," $1,470.00 "
TABLON3,TABLON MESA VERONA MEDIANA 185 CMS,NM  F,PIEZA,22/06/17,24/06/17,0," $1,325.17 "
TABLON4,TABLON MESA VERONA CHICA 120 CMS,NM  F,PIEZA,20/03/18,20/03/18,0, $-   
TABMIN01,"TABLET MINNO 8"" BE01 ANDROID 5.1",GG  G,PIEZA,12/01/17,19/02/10,0, $-   
TABMIN02,"TABLET MINNO 8"" AP06 WINDOWS 10",GG  G,PIEZA,29/03/17,28/03/17,0," $3,666.60 "
TABPL1,TABLA PLAST BACO C/CLIP T/C RJO,OFV C,PIEZA,07/06/18,19/02/10,10, $63.60 
TABPL2,TABLA PLAST. AGARRAPAPEL BACO T/O COLOR.,OFV C,PIEZA,,22/06/17,14, $-   
TABSAM8GW,"TABLET SAMSUNG GALAXY TAB 2 7"" WI-FI 8G",GG  G,PIEZA,12/12/12,02/01/13,0," $4,663.92 "
TAMB01,TAMBOR XEROX 113R00762 4600 4620,HI  C,PIEZA,22/07/13,24/07/13,0," $3,724.00 "
TAMB636,013R00636 TAMBOR XEROX PKG ASSY CT,HI  C,PIEZA,20/08/15,20/08/15,0," $5,992.11 "
TAMBC22,GPR-22 CANON TAMB0R P/1025 /1023,HI  C,PIEZA,,19/02/10,1, $-   
TAMBOR1,TAMBOR TECHNODRUM 220LT AZUL C/GRUESA,U   F,PIEZA,22/09/12,25/09/12,0, $511.70 
TAMOK411,TAMBOR OKIDATA B411/B431/MB461/MB491,HB  C,Pieza,08/11/14,10/11/14,0," $3,177.29 "
TAMVSU01,TAMBOR SUPRYM COMPT DR420/2200/25/55/75,VIVE,PIEZA,23/05/18,25/05/18,1, $586.21 
TAMXR589,TAMBOR XEROX 013R00589 WC & WCP 123 128,HB  C,Pieza,19/04/16,19/04/16,0," $4,722.80 "
TAP423626,TAPETE P/MOUSE423626 NEGRO,GH  G,PIEZA,04/06/18,05/06/18,8, $30.80 
TAP60812,TAPETE P/MOUSE OPTICO Y LASER NG,DEPOT,PIEZA,08/08/15,08/08/15,0, $71.20 
TAPA01,TAPA RESP MEDIO RED ANCHO400 ALTO3,FA  C,PIEZA,07/07/14,,0, $29.40 
TAPA02,TAPA ASIENTO TANIA,FA  C,PIEZA,21/04/15,,0, $35.00 
TAPA03,TAPA DE ASIENTO ISO,FA  C,Pieza,15/05/17,,0, $32.07 
TAPA04,TAPA DE RESPALDO ISO,FA  C,Pieza,15/05/17,,0, $32.07 
TAPADUC1,TAPA PARA DUCTO RANURADO,KN  F,PIEZA,15/09/14,17/09/14,0, $112.50 
TAPAR01,TAPA RESP MEDIO ARADI ANCHO 467AL,FA  C,PIEZA,07/07/14,,0, $82.71 
TAPAR1,TAPA RESPALDO RENE MEDIO,FA  C,Pieza,05/03/18,05/03/18,0, $48.66 
TAPARE1,TAPA RESP ALTO RED ANCHO 425A48,FA  C,PIEZA,20/08/14,,0, $35.70 
TAPAT01,TAPA ASIENTO ECON TORONTO,FA  C,PIEZA,21/04/15,,0, $42.00 
TAPAT02,TAPA ASIENTO ANDY,FA  C,PIEZA,09/03/18,14/03/18,0, $43.12 
TAPCOM032,MOUSEPAD ULTRADELG ANTIBAC AZUL COM-032,GH  G,PIEZA,12/02/16,04/04/16,0, $44.10 
TAPE9090,TAPETE ANTIFATIGA 90X90 NEGRO,BBJ E,PIEZA,07/10/14,13/10/14,0, $359.80 
TAPIZSEJE,TAPIZADO SILLON EJECUTIVO,NAE E,SERVICIO,03/04/18,23/04/18,4, $560.00 
TAPIZSSCR,TAPIZADO SILLA SECRETARIAL,NS  E,SERVICIO,12/06/18,12/06/18,3, $532.00 
TAPIZSVIS,TAPIZADO SILLA VISITANTE,NT  E,SERVICIO,09/03/18,16/03/18,1, $350.00 
TAPMO02,TAPETE P/MOUSE DIBUJO PVC,GH  G,PIEZA,14/05/14,06/01/16,0, $12.62 
TAPMO06,TAPETE P/MOUSE OPTICO P.CH,GH  G,PIEZA,26/08/13,05/01/08,0, $105.85 
TAPMO07,PC993551 TAPETE EASY LINE PARA RATON,GH  G,Pieza,23/12/14,23/06/15,0, $13.18 
TAPMO08,TAPETE P/MOUSE 423526,GH  G,Pieza,11/02/16,19/05/16,0, $30.80 
TAPMO50,TAPETE C/DESC MUÑECA GEL 41078  ERGONOMI,GH  G,PIEZA,06/06/18,12/06/18,15, $141.08 
TAPNOM3M,TAPETE VINILO NOMAD 6050 3M SIN LOGO,BBJ E,PIEZA,,,0, $-   
TAPNOM3ML,TAPETE VINILO NOMAD 6050 3M CON LOGO,BBJ E,PIEZA,07/02/18,08/02/18,0," $4,431.00 "
TAPON01,TAPON OVALADO  IMPORTADO,U   F,PIEZA,27/07/12,31/07/12,0, $3.92 
TAPON02,TAPON PARA CHAS FLEXIT 30X15,PU  F,PIEZA,28/04/14,27/05/14,0, $7.11 
TAPON03,TAPON TUBO OVAL 15X30 SOLERA,PU  F,PIEZA,07/07/14,19/11/14,0, $1.78 
TAPON04,TAPON CABEZZA P/PATA 25 MM NEGRO,PU  F,PIEZA,22/06/17,12/07/17,0, $2.77 
TAPRE1,TAPA RESP ALTO RED ANC425 A48,FA  C,PIEZA,,,0, $-   
TARAM01,TARJETA T-2E QUINCENAL,OFZ C,PAQ C/100,26/10/15,30/10/17,12.5, $40.04 
TARAM02,TARJETA T-2 SEMANAL,OFZ C,PAQ C/250,22/11/16,19/02/10,2, $250.57 
TARAM03,TARJETA T-4 SEMANAL,OFZ C,PAQ C/250,18/09/12,03/01/13,0, $40.04 
TARAM03A,TARJETA T-3 SEMANAL,OFZ C,PAQ C/250,14/12/11,10/04/12,0, $123.65 
TARAM04,TARJETA T-6L QUINCENAL,OFZ C,PAQ C/100,18/04/16,06/05/16,0, $40.04 
TARAM06,TARJETAS ASISTENCIA AMANO T6 QUINC C/250,OFZ C,PIEZA,25/10/16,11/08/17,0, $202.76 
TARAM06A,TARJETA T-6L QUINCENAL,OFZ C,PAQ C/250,14/10/16,09/02/18,0, $266.00 
TARAM07,TARJETA T-6 QUINCENAL,OFZ C,PAQ C/100,17/04/18,31/05/18,1, $57.90 
TARAM08,TARJ RIZZO COMERCIAL M-5175,,PIEZA,16/06/15,16/06/15,0, $266.00 
TARAM29,TARJETA T-10 QUINCENAL,OFZ C,PAQ C/100,17/02/17,19/02/10,0, $266.00 
TARAM30,TARJETA T-5 FORMA CONTINUA QUINCENAL,OFZ C,PAQ C/250,11/12/15,14/05/15,0, $210.00 
TARAM31,TARJETA T-5 SEMANAL,OFZ C,PAQ C/250,25/04/18,02/04/18,4, $247.50 
TARAM32,TARJETA T-5 SEMANAL,OFZ C,PAQ C/100,17/04/18,20/04/18,5, $57.90 
TARAM34,TARJETA T-7 SEMANAL,OFZ C,PAQ C/100,09/04/18,10/04/18,1, $57.90 
TARAM35,TARJETA T-7 SEMANAL,OFZ C,PAQ C/250,25/04/18,30/05/18,3, $229.32 
TARAM36,TARJETA T-10 QUINCENAL,OFZ C,PAQ C/250,08/02/18,10/02/18,0, $237.50 
TARAMO3,TARJETA T-3 SEMANAL,OFZ C,PAQ C/100,13/09/12,13/09/12,0, $40.04 
TARAMT7,TARJETA ASISTENCIA  QUINC T7 C/250,OFZ C,Pieza,08/08/15,08/06/16,1, $174.54 
TARCLT5,TARJETA 5X8 EUROFORMAS C/100,,PIEZA,06/01/15,04/06/15,0, $38.07 
TAREAG1,TARJETERO EAGLE 818L P/700 TARJ,OGA C,PIEZA,20/05/17,24/05/17,0, $107.18 
TAREAGL1,TARJETERO EAGLE 818M METAL P/600,,PIEZA,26/09/12,12/10/12,0, $94.86 
TAREAGL2,TARJETERO EAGLE 818S METAL P/400,OGA C,PIEZA,27/08/13,,0, $85.01 
TARF016,TARJETAS CH-3 P/RELOJ C/250,OFZ C,PIEZA,,19/02/10,1, $87.50 
TARIMA1,TARIMA MORAN MADERA INDIVIDUAL,U   F,PIEZA,23/01/12,26/01/12,0, $663.98 
TARIMA2,TARIMA MORAN MADERA MATRIMONIAL S/C,U   F,PIEZA,26/01/12,26/01/12,0, $663.98 
TARJ843,TARJETA COM-843 WIFI USB 2.0 DE RANGO,U   F,PIEZA,10/07/14,18/08/15,0, $406.00 
TARJAC01,TARJETERO ACCO P/120 TARJETAS 3958 CAMBR,DEPOT,PIEZA,26/11/14,27/11/14,0, $199.14 
TARJBR1,TARJETAS ESTRELLA 3 X 5 RAYA,OFX C,PIEZA,10/02/15,19/06/15,5, $6.15 
TARJBR2,TARJ BRISTOL 4 X 6 BCA C/100,OFX C,PIEZA,10/03/18,14/03/18,3, $13.55 
TARJBR3,"TARJETAS BRISTOL 5"" X 8""",OFX C,PIEZA,17/05/17,18/05/17,0, $19.71 
TARJBR3R,TARJETAS 3X5 RAMSA RAYA C/100,OFX C,PIEZA,11/04/15,30/10/15,0, $6.90 
TARJBR4,TARJETA BRISTOL RAYADA 3 x 5,OFX C,PIEZA,30/11/16,19/02/10,1, $6.63 
TARJBR5,TARJETA BRISTOL 5 X 8  C/RAYA,OFX C,PIEZA,04/08/17,14/02/18,0, $22.42 
TARJBR5R,TARJETA 5X8 RAMSA RAYA C/100,OFX C,PIEZA,07/08/17,08/08/17,0, $22.42 
TARJBR6,TARJETA BRISTOL RAYADA 4X6,OFX C,PIEZA,06/08/14,07/08/14,0, $9.24 
TARJCH1,TARJETERO 1/2 CARTA NO CH3001 P/112,OGA C,PIEZA,17/09/14,11/12/14,0, $41.64 
TARJE808,TARJETERO EAGLE 808L PLAST P/750,OGA C,PIEZA,02/03/16,04/03/16,0, $59.14 
TARJEMAE20,TARJETERO MAE SPE-20 P/ESCRITORIO MANUAL,OGA C,PIEZA,,,0, $-   
TARJET4,TARJETA RED PCI LINKSYS WMP54G 2.4 801.1,U   F,PIEZA,21/04/12,23/04/12,0, $517.76 
TARJET5,TARJETA PVC P/CREDENCIAL C/100,U   F,Paquete,26/01/16,26/01/16,0," $2,660.00 "
TARJET6,TARJETA DE PCV C/100 BLANCA,OFZ C,PIEZA,30/07/15,31/07/15,0," $3,080.00 "
TARJJR1,TARGETERO ESQ JR VISITA P/80 o 96,OGA C,PIEZA,07/07/12,03/07/12,0, $39.67 
TARJJR2,TARJETERO CTA JR VINIL C/POSTES,OGA C,PIEZA,06/11/14,05/03/15,0, $76.38 
TARJL00,TARJETERO 1/2CARTA CURPIEL C/ESQ,OGA C,PIEZA,25/07/14,18/02/15,0, $45.02 
TARJL01,TARJETERO CTA JLV CURPIEL ESQUINAS DORAD,OGA C,PIEZA,02/07/13,13/06/12,0, $88.70 
TARJL02,TARJETERO CTA JLV VINIL C/POSTE,OGA C,PIEZA,28/02/18,18/05/18,8, $86.24 
TARJL02A,TARJETERO JLV 1/2CARTA VINIL,OGA C,PIEZA,03/10/16,23/01/18,4, $27.51 
TARJL02B,TARJETERO KINARY 1/2 CTA V-160,OGA C,Pieza,18/03/16,09/06/16,0, $47.43 
TARJL03,TARJETERERO RICARDEZ CTA VINIL,OGA C,PIEZA,02/04/18,02/04/18,8, $58.52 
TARJL04,TARJETERO RICARDEZ 1/2 CARTA,OGA C,PIEZA,09/10/17,25/04/18,1, $33.26 
TARJLI01,TARJETERO LIBRETTO 9102 P/168 C/ESTUCHE,OGA C,PIEZA,18/07/12,19/07/12,0, $21.45 
TARJOP1B,TARJETAS AVERY 88871 C/100 INJEKT 2 LADO,DEPOT,PIEZA,19/02/16,19/02/16,0, $141.05 
TARJOP2,TARJETAS OPALINA #5 PRESENT.C/100,OFY C,PIEZA,30/06/11,01/07/11,0, $5.05 
TARJPA3,TARJETA PANASONIC 3 SLOTS TDAKXTDA0190,KP  F,PIEZA,15/09/14,17/09/14,0," $3,240.00 "
TARJPA4,TARJETA PANASONIC OGM 4 CANALES,KN  F,PIEZA,15/09/14,17/09/14,0," $6,480.00 "
TARJPCF1,TARJETAS PCFORM RAYADA 5X8,OFX C,PAQ C/100,18/04/18,19/04/18,1, $30.93 
TARJPR1,410 TARJ PRESENT P/IMPR LASER KINERA,OFY C,PAQ C/100,01/06/18,,1, $175.63 
TARJREL,TARJETERO P/RELOJ CHECADOR  DE LAMINA,OGA C,PIEZA,,19/02/10,0, $462.00 
TARJREL5,TARJETERO P/RELOJ CHEC. DE,OFZ C,Pieza,,19/02/10,1, $-   
TARJREM,TARJETERO DE 25  P/RELOJ CHECADOR,OGA C,PIEZA,30/10/12,31/10/12,1, $231.00 
TARJRY58,TARJETA 5X8 RAYTER RAYA C/100,OFX C,PAQ C/100,12/02/18,18/04/18,1, $24.15 
TARJST35,TARJETA 3X5 STRIKE RAYA C/80,OFX C,PAQUETE,17/05/16,17/05/16,0, $6.78 
TARJT7,TARJETA POSLINE PVC BCA 85X54 M ESP 30 M,OFY C,PAQ C/100,21/10/17,21/10/17,0, $215.22 
TARJTA1,TARJETERO TALA T-134 CURPIEL,OGA C,PIEZA,11/03/13,17/04/13,0, $102.98 
TARJVE1,TARJETERO T/C OROZCO VINIL 3000,OGA C,PIEZA,23/12/11,02/02/12,0, $77.65 
TARJVE2,TARJETERO VINIL 1/2 CARTA DE LUJO,OGA C,PIEZA,03/05/14,29/09/14,0, $27.72 
TARJVE3,TARJETERO VINIL 1/2CARTA ECON,OGA C,PIEZA,02/07/13,03/04/18,0, $29.57 
TARJWE1,MINITARJETERO WENGERng WA5768-02F00 PIEL,OGA C,PIEZA,,16/02/18,0, $300.52 
TARJWIL1,TARJETERO WILSON T/C VINIL,OGA C,PIEZA,04/03/14,18/12/14,0, $94.86 
TARPE01,TARJETERO PEGASO MOD.400,OGA C,PIEZA,21/05/09,21/05/09,0, $82.92 
TARRED1,TARJETA RED INALAMB USB WN-7200ND,U   F,PIEZA,15/07/14,10/12/14,0, $263.70 
TARSA00,TARJETERO SABLON ACRILICO 5X8 CARD4570,OGA C,PIEZA,18/08/15,19/08/15,0, $61.54 
TAZFER,TAZA MEDIDORA FERPLAST 1 LITRO,U   F,PIEZA,02/03/18,,2, $48.43 
TAZJAM,TAZA MEDIDORA 722860 JAM,U   F,PIEZA,29/01/16,29/01/16,0, $49.00 
TB310BKG,.... NO   TONER BROTHER TN-310 NEG,HC  G,PIEZA,22/04/13,,0, $977.00 
TBCIR3530,UNIDAD DE TAMBOR CANON IR3530,HC  G,PIEZA,15/09/15,25/09/15,0," $3,240.00 "
TBDR-1060,TAMBOR BROTHER DR1060 HL1112 NEGRO Orig,HI  C,Pieza,23/05/18,24/05/18,0," $1,117.02 "
TBDR1060,TAMBOR DR-1060 KNP GENERICO,HC  G,PIEZA,02/03/15,11/09/15,0, $486.37 
TBDR350G,TAMBOR DR-350 GENERICO INTK,HI  G,PIEZA,14/11/13,19/02/10,1, $922.60 
TBRTN210,TONER BROTHER TN210BK NEGRO,HB  C,PIEZA,31/10/12,31/10/12,0," $1,246.28 "
TBRTN210C,TONER BROTHER TN210C CYAN,HB  C,PIEZA,27/11/12,28/11/12,0," $1,132.89 "
TBTN210Y,TONER BROTHER AMARILLO (TN-210Y),HB  C,PIEZA,15/11/12,15/11/12,0," $1,132.89 "
TBTN210YC,TONER BROTHER 210YC GENERICO AMARILLO,HC  G,PIEZA,21/10/14,23/10/14,0, $825.00 
TCAD18,TONER GENERICO GPR-18 (2016/2020),HC  G,PIEZA,22/08/02,19/02/10,1, $405.39 
TCANL50,TONER CANON L50 IMAGE CLASS D660 D680,HB  C,PIEZA,12/12/12,12/12/12,0," $2,588.54 "
TCANL50C,TONER GENERICO CANON L50 D660D680 INTK,HC  G,PIEZA,13/02/15,14/02/15,0, $640.00 
TCE400A,TONER HP 507A NEGRO (CE400A),HB  C,PIEZA,30/08/17,06/09/17,0," $3,361.76 "
TCE401A,TONER HP 507A CYAN (CE401A),HB  C,PIEZA,30/08/17,06/09/17,0," $5,008.00 "
TCE402A,TONER HP 507A AMARILLO (CE402A),HB  C,PIEZA,30/08/17,06/09/17,0," $5,008.00 "
TCE403A,TONER HP 507A MAGENTA (CE403A),HB  C,PIEZA,30/08/17,06/09/17,0," $5,008.00 "
TEATR01,HOME THEATER LG REPRODUCTOR DISCO DVD,U   F,PIEZA,18/02/15,20/02/15,0," $2,087.69 "
TEC200895,PC200895 TECLADO PERFECTO CHOICE SOLAR W,GI  G,PIEZA,,19/02/10,1, $610.36 
TECL920,KIT TECLADO Y MOUSE LOGITECH MK220,GI  G,PIEZA,15/08/15,27/09/17,0, $504.31 
TECLA06,172059 TECLADO FLEXIBLE MANHAT USB/PS2,GI  G,PIEZA,26/03/10,19/02/10,1, $404.54 
TECLA11,PC200499 TECLADO FLEXIBLE MULTIMEDIA USB,GI  G,PIEZA,08/07/09,10/07/09,0, $279.31 
TECLA13,PC 200628 TECLADO FLEXIBLEUSD MULTIMED,GI  G,PIEZA,01/03/16,03/03/16,0, $263.42 
TECLA155,155113 TECLADO ERGONOMICO USB MANHATTAN,GI  G,PIEZA,17/06/14,18/02/15,0, $109.04 
TECLA178,TECLA MULTIM USB ACTECK UETE-178 NEG,GI  G,PIEZA,20/11/12,21/11/12,0, $84.50 
TECLA179,TECLADO ACTECK TRUE BASIC TB-01005,GI  G,PIEZA,01/06/18,04/06/18,0, $111.79 
TECLA20,PC200550 TECLADO MULTIMEDIA TRUST USB,GI  G,PIEZA,15/03/18,26/04/18,7, $207.37 
TECLA201,PC-200673 TECLAD. STD PERFECT CHOICE USB,GI  G,Pieza,03/07/15,15/09/15,0, $168.91 
TECLA220,KIT INAL. TECLADO Y MOUSE,GI  G,Pieza,15/12/16,19/02/10,0, $322.77 
TECLA270,TECLADO LOGITECH INALAMBRICO K270,GI  G,PIEZA,27/04/18,04/06/18,6, $430.29 
TECLA270A,KIT TECLADO Y MOUSE LOGITECH MK270,GI  G,PIEZA,14/02/18,23/04/18,0, $506.60 
TECLA391,"TECLADO TEC391, PARA LAPTOP TOSHIVA C850",U   F,Pieza,05/10/17,05/10/17,0, $380.17 
TECLA630,TECLADO FLEXIBLE P/COMP COM-630,GI  G,PIEZA,09/04/13,,0, $196.00 
TECLA6JH,TECLADO MICROSOFT 200 MOD 1406 NEGRO USB,GI  G,PIEZA,17/02/16,18/02/16,0, $211.76 
TECLACT1,KIT TECLADO Y MOUSE UETE-162 AK2 2300,GI  G,PIEZA,29/01/13,,0, $132.75 
TECLAEL10,KIT TECLADO Y MOUSE EASY LINE 993391,GI  G,PIEZA,23/05/18,13/06/18,3, $199.89 
TECLAEL9,TECLADO EASY LINE EL-993384,GI  G,PIEZA,06/06/18,12/06/18,6, $115.42 
TECLAJ600,TECLADO MICROSOFT 600 ALAMBRICO USB,GI  G,PIEZA,20/07/17,05/01/18,0, $324.52 
TECLAJ800,TECLADO MICROSOFT MODELO 800,GI  G,PIEZA,06/04/16,13/06/16,0, $436.13 
TECLAM345,KIT LOGITECH MK345 TECLADO Y MOUSE INALA,GI  G,Pieza,15/12/17,16/12/17,0, $597.31 
TECLAMIN02,BTKB400 TECLADO P/TABLET,GG  G,PIEZA,31/01/17,19/02/10,0, $-   
TECLAN4,TECLADO NUMERICO  USB P.CH 200444,GI  G,PIEZA,28/05/14,18/08/14,0, $142.88 
TECLAN5,993759 TECLADO NUMERICO GRIS,GI  G,PIEZA,15/12/17,04/01/18,0, $180.14 
TECLAN7,TECLADO STD USB AT-4630 (555009Z),GI  G,PIEZA,21/06/12,02/07/12,0, $66.85 
TECLBEQ1,KIT TECLADO Y MOUSE BENQ IX10,GI  G,PIEZA,25/11/15,,0, $-   
TECLPC994,KIT TECLADO Y MOUSE PC 200994 INALAMBRIC,GI  G,PIEZA,15/01/18,24/04/18,0, $255.46 
TECLPH209,PC200970 TECLADO P. CHOICE,GI  G,PIEZA,24/02/17,20/05/17,1, $135.84 
TECLVOR1,TECLADO VORAGO KB-101 PS2 MULTIMEDIA,GI  G,PIEZA,25/01/13,25/01/13,0, $96.56 
TECTF204,TECLADO FLEXIBLE ACTECK TF-204,GI  G,Pieza,06/08/14,09/08/14,0, $191.90 
TECWIN20,PC-200697 TECLADO USB PERFECT CHOICE,GI  G,PIEZA,14/06/13,15/06/12,0, $87.37 
TECWIN4,         200475 TECLADO MULTIMEDIA USB P,GI  G,PIEZA,29/09/11,06/10/11,0, $165.48 
TECWIN8,993582 KIT RADIAL TECLADO MOUSE INALAMBR,GI  G,PIEZA,07/06/16,18/04/16,0, $284.42 
TEL2310,KX-TS500N TELEF PANASONIC SECRETARIAL NG,KN  F,PIEZA,08/06/18,11/06/18,4, $389.04 
TEL500W,KX-TS500W TELEF PANASONIC SECRETARIAL BC,KN  F,PIEZA,22/03/18,09/05/18,1, $388.50 
TEL7716,KXT7716X TEL  3 LINEAS LCD-50 8 LINEAS,KN  F,Pieza,14/05/18,15/05/18,0," $1,478.38 "
TEL9211,KX-TS105LXW TELEF PANASONIC ALAMBRICO,KN  F,PIEZA,28/01/14,05/05/14,0, $728.17 
TEL9211A,KX-TS840 TELEF PANASONIC ALAMB SPEAK NG,KN  F,PIEZA,20/05/17,17/05/17,0, $988.50 
TELA01,TELA 38MTS COLOR OFFICE CREP,NAH G,PIEZA,06/08/15,,0, $112.00 
TELAT00,KX-TS208 TELEF PANASONIC 2LINEAS C/PANT,KN  F,PIEZA,14/08/12,29/05/14,0," $1,219.50 "
TELAT01,KX-TS108LXW TELEF PANASONIC C/PANTALLA.,KN  F,PIEZA,20/11/12,20/11/12,0, $907.98 
TELAX2177,AX2177 TELEF ALAMBRICO AUDIOVOX C/IDENT.,KN  F,PIEZA,03/10/12,03/10/12,0, $215.43 
TELAX800,AX8001E TELEFONO INALAMB. C/EXT AUDIOVOX,KP  F,PIEZA,03/10/12,03/10/12,0, $726.06 
TELBEL1,KX-TG7730X CONM PANASONIC MULTILINEA,KQ  C,PIEZA,04/11/17,09/11/17,0," $2,964.07 "
TELBEL4,DESCONTINUADO  KXTG-1311 INALAMBRICO,KP  F,PIEZA,13/08/13,23/10/13,0, $520.50 
TELBEL5,****NO USAR****1312 2AURICULARES 6.0 PAN,KP  F,PIEZA,08/01/13,07/02/12,0," $1,143.42 "
TELCS514G,TELEFONO CISCO SPA514G 4 LINEAS LCD,KN  F,Pieza,16/05/17,16/05/17,0," $3,990.00 "
TELD222,TELEFONO INAL KX-TGD222N 2 AURICU,KP  F,PIEZA,25/02/16,30/05/16,0," $1,985.94 "
